ThesaurusId, Title
121,ETV6-NTRK3 Fusion (by RT-PCR)
122,No ETV6-NTRK3 fusions detected
123,ETV6-NTRK3 fusions detected
Not set,Mucoepidermoid Carcinoma
124,MAML2 Rearrangements (by FISH)
125,No MAML2 rearrangement detected
126,MAML2 rearrangement detected
127,Indeterminate
128,Percentage of positive cells (%):
129,Percentage of positive cells with classic rearrangement (if applicable) (%):
130,Percentage of positive cells with complex rearrangement (if applicable) (%):
131,Indeterminate (explain):
132,CRTC1-MAML2 Fusion (by RT-PCR)
133,No CRTC1-MAML2 fusions detected
314,CRTC1-MAML2 fusions detected
135,CRTC3-MAML2 Fusion (by RT-PCR)
136,No CRTC3-MAML2 fusions detected
137,CRTC3-MAML2 fusions detected
Not set,Adenoid Cystic Carcinoma
138,MYB Expression (by IHC)
139,Negative
140,Positive
141,Indeterminate
142,Indeterminate (explain):
143,MYB Rearrangements (by FISH)
144,No MYB rearrangement detected
145,MYB rearrangement detected
146,Indeterminate
147,Percentage of positive cells (%):
148,Percentage of positive cells with classic rearrangement (if applicable) (%):
150,Percentage of positive cells with complex rearrangement (if applicable) (%):
151,Indeterminate (explain):
152,MYB-NFIB Fusion (by FISH)
153,No MYB-NFIB fusions detected
154,MYB-NFIB fusions detected
155,Indeterminate
156,Percentage of positive cells (%):
157,Percentage of positive cells with classic fusion (if applicable) (%):
158,Percentage of positive cells with complex fusion (if applicable) (%):
159,Indeterminate (explain):
160,CRTC1-MAML2 Fusion (by RT-PCR)
161,No CRTC1-MAML2 fusions detected
162,CRTC1-MAML2 fusions detected
Not set,Carcinoma ex Pleomorphic Adenoma/Pleomorphic Adenoma
163,HMGA2 (by FISH)
164,No HMGA2 rearrangement detected
165,HMGA2 rearrangement detected
166,Indeterminate
167,Percentage of positive cells (%):
168,Percentage of positive cells with classic rearrangement (if applicable) (%):
169,Percentage of positive cells with complex rearrangement (if applicable) (%):
170,Indeterminate (explain):
171,CRTC1-MAML2 Fusion (by RT-PCR)
172,Negative
173,Positive
174,Indeterminate
175,Indeterminate (explain):
176,PLAG1 (by FISH)
177,No PLAG1 rearrangement detected
178,PLAG1 rearrangement detected
179,Indeterminate
180,Percentage of positive cells (%):
181,Percentage of positive cells with classic rearrangement (if applicable) (%):
182,Percentage of positive cells with complex rearrangement (if applicable) (%):
183,Indeterminate (explain):
Not set,Salivary Duct Carcinoma
184,Human Epidermal Growth Factor-2 (HER2 [ERBB2]) Expression (by IHC)
185,Negative (score 0)
186,Negative (score 1+)
187,Equivocal (score 2+)
188,Positive (score 3+)
189,Indeterminate
190,Indeterminate (explain):
191,HER2 (ERBB2) Expression (by FISH)
192,Negative (not amplified)
193,Positive (amplified)
194,Indeterminate
195,Indeterminate (explain):
196,Number of observers:
197,Number of invasive cancer cells counted:
198,Assay
199,Using dual-probe assay
200,Using single-probe assay
201,Average number of HER2 (ERBB2) signals per cancer cell:
202,Average number of CEP17 signals per cancer cell:
203,HER2 (ERBB2):CEP17 ratio:
204,Average number of HER2 (ERBB2) signals per cancer cell:
205,Androgen Receptor (by IHC)
206,Negative
207,Positive
208,Indeterminate
209,Indeterminate (explain):
210,Sinonasal Malignancies
211,Page 1
Not set,INI-Deficient Sinonasal Carcinoma/Rhabdoid Tumor
212,INI-1 (by IHC)
213,Intact (staining retained, negative for INI1 deletion)
214,Lost (staining lost, positive for INI1 alteration)
215,Indeterminate
216,Indeterminate (explain):
Not set,Biphenotypic Sinonasal Sarcoma
217,PAX3 Rearrangements (by FISH)
218,No PAX3 rearrangement detected
219,PAX3 rearrangement detected
220,Percentage of positive cells:
221,Percentage of positive cells with classic rearrangement (if applicable):
222,Percentage of positive cells with complex rearrangement (if applicable):
223,PAX3-MAML3 Fusion (by RT-PCR)
224,No PAX3-MAML3 fusions detected
225,PAX3-MAML3 fusions detected
Not set,Paraganglioma
226,SDHB (by IHC)
227,Intact (staining retained, negative for SDH alteration)
228,Lost (staining lost, positive for SDH alteration)
229,Indeterminate
230,Indeterminate (explain):
231,Head And Neck Squamous Cell Carcinoma (HNSCC)
232,Page 1
Not set,HPV Testing
233,P16 (by IHC)
232,P16
234,Primary Antibody
235,E6H4
236,Other
237,Other (specify clone):
238,HPV DNA (by ISH)
239,HPV DNA
240,Subtypes Separately Tested
241,High-Risk
242,Low-Risk
243,Specific Subtype
244,High-Risk (specify test/vendor):
245,Low-Risk (specify test/vendor):
246,Specific Subtype:
247,(specify test/vendor):
248,HR-HPV E6/E7 mRNA (by ISH)
249,HR-HPV E6/E7 mRNA (by ISH)
250,HR-HPV E6/E7 mRNA (by ISH) (specify test/vendor):
251,HPV DNA (by PCR)
252,HPV DNA
253,Subtypes Separately Tested
254,High-Risk
255,Low-Risk
256,Specific Subtype
257,High-Risk (specify test/vendor):
258,Low-Risk (specify test/vendor):
259,Specific Subtype:
260,(specify test/vendor):
261,HR-HPV E6/E7 mRNA by RT-PCR
262,HR-HPV E6/E7 mRNA by RT-PCR
263,EBV Testing
264,EBER by ISH
265,EBV DNA by PCR
Not set,NUT Midline Carcinoma
266,NUT Rearrangements
267,Breakapart FISH
268,BRD4-NUT fusion transcript RT-PCR
269,NUT immunohistochemistry
270,Salivary Gland Carcinoma
271,Page 1
Not set,(Hyalinizing) Clear Cell Carcinoma
272,EWSR1 Rearrangements
273,Breakapart FISH
274,EWSR1-ATF1 fusion transcript RT-PCR
Not set,Mammary Analogue Secretory Carcinoma
275,ETV6 Rearrangements
276,Breakapart FISH
277,ETV6-NTRK3 fusion transcript RT-PCR
Not set,Mucoepidermoid Carcinoma
278,MAML2 Rearrangements
279,Breakapart FISH
280,CRTC1-MAML2 fusion transcript RT-PCR
281,CRTC3-MAML2 fusion transcript RT-PCR
Not set,Adenoid Cystic Carcinoma
282,MYB Rearrangements
283,Breakapart FISH
284,MYB-NFIB fusion FISH
285,MYB-NFIB fusion transcript RT-PCR
286,MYB immunohistochemistry
Not set,Carcinoma ex Pleomorphic Adenoma/Pleomorphic Adenoma
287,HMGA2
288,Breakapart FISH
289,PLAG1
290,Breakapart FISH
291,PLAG1 Immunohistochemistry
Not set,Salivary Duct Carcinoma
292,Her2 Expression (by IHC)
293,US Food and Drug Administration (FDA) cleared
294,Laboratory-developed test
295,US Food and Drug Administration (FDA) cleared (specify test/vendor):
296,Primary Antibody
297,4B5
298,HercepTest
299,A0485
300,SP3
301,CB11
302,Other
303,Other (specify):
304,HER2 (ERBB2) Expression (by FISH)
305,FDA cleared
306,Laboratory-developed test
307,FDA cleared (specify test/vendor):
308,Laboratory-developed test (specify probe):
309,Androgen receptor immunohistochemistry
310,Androgen receptor immunohistochemistry
Not set,Sinonasal Malignancies
311,Sinonasal Malignancies
312,INI-1
313,PAX-3
Not set,Paraganglioma
314,Paraganglioma
315,SDHB immunohistochemistry
Not set,COMMENT(S)
316,COMMENT(S)
8516,Protocol for the Examination of Specimens from Patients with Cancers of the Lip and Oral Cavity
8517,LIP AND ORAL CAVITY:
8518,Page 1
Not set,Select a single response unless otherwise indicated.
8519,Procedure (select all that apply)
8520,Excision
8521,Glossectomy
8522,Buccal mucosal resection
8523,Mandibulectomy
8524,Maxillectomy
8525,Palatectomy
8526,Neck (lymph node) dissection
8527,Other
8528,Not specified
8529,Glossectomy (specify):
8530,Buccal mucosal resection (specify):
8531,Mandibulectomy (specify):
8532,Maxillectomy (specify):
8533,Neck (lymph node) dissection (specify):
8534,Other (specify):
8535,Tumor Site
8536,Lip
8537,Oral
8538,Other
8539,Not specified
8540,Lip
8541,Mucosa of upper lip
8542,Ventral surface of tongue
8543,Oral
8544,Lateral border of tongue
8545,Ventral surface of tongue
8546,Dorsal surface of tongue
8547,Anterior two-thirds of tongue
8548,Upper gingiva
8549,Lower gingiva
8550,Anterior floor of mouth
8551,Floor of mouth
8552,Hard palate
8553,Buccal mucosa
8554,Vestibule of mouth, maxillary
8555,Vestibule of mouth, mandibular
8556,Alveolar process, maxillary
8557,Alveolar process, mandibular
8558,Retromolar area
8559,Other (specify):
8560,Tumor Laterality (select all that apply)
8561,Right
8562,Left
8563,Midline
8564,Not specified
8565,Tumor Focality
8566,Unifocal
8567,Multifocal
8568,Cannot be determined
Not set,Tumor Size
8569,Greatest dimension (centimeters):
8570,Additional dimensions (centimeters):
8571,Cannot be determined (explain):
8572,Tumor Depth of Invasion (DOI) (millimeters):
Not set,Histologic Type
8573,Squamous Cell Carcinoma and Variants (select all that apply)
8574,Squamous cell carcinoma, conventional
8575,Acantholytic squamous cell carcinoma
8576,Adenosquamous carcinoma
8577,Basaloid squamous cell carcinoma
8578,Carcinoma cuniculatum
8579,Papillary squamous cell carcinoma
8580,Spindle cell squamous cell carcinoma
8581,Verrucous squamous cell carcinoma
8582,Lymphoepithelial carcinoma
8583,Carcinomas of Minor Salivary Glands
8584,Mucoepidermoid carcinoma, low grade
8585,Mucoepidermoid carcinoma, intermediate grade
8586,Mucoepidermoid carcinoma, high grade
8587,Adenoid cystic carcinoma, tubular pattern *
8588,Adenoid cystic carcinoma, cribriform pattern *
8589,Adenoid cystic carcinoma, solid pattern *
8590,Acinic cell carcinoma
8591,Polymorphous adenocarcinoma, classic, low grade
8592,Polymorphous adenocarcinoma, classic, intermediate grade
8593,Polymorphous adenocarcinoma, classic, high grade
8594,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), low grade
8595,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), intermediate grade
8596,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), high grade
8597,(Mammary analogue) Secretory carcinoma
8598,Salivary duct carcinoma
8599,Epithelial-myoepithelial carcinoma
8600,(Hyalinizing) clear cell carcinoma
8601,Adenocarcinoma, not otherwise specified, low grade
8602,Adenocarcinoma, not otherwise specified, intermediate grade
8603,Adenocarcinoma, not otherwise specified, high grade
8604,Basal cell adenocarcinoma
8605,Carcinosarcoma (true malignant mixed tumor)
8606,Intraductal carcinoma, low grade
8607,Intraductal carcinoma, high grade
8608,Myoepithelial carcinoma
8609,Oncocytic carcinoma
8610,Specify percentage of solid component:
8611,Specify percentage of solid component:
8612,Specify percentage of solid component:
8613,Preexisting pleomorphic adenoma component *
8614,Carcinoma ex pleomorphic adenoma, minimally invasive
8615,Carcinoma ex pleomorphic adenoma, invasive
8616,Carcinoma ex pleomorphic adenoma, intracapsular (noninvasive)
8617,Neuroendocrine Carcinoma
8618,Well differentiated neuroendocrine carcinoma (typical carcinoid tumor)
8619,Moderately differentiated neuroendocrine carcinoma (atypical carcinoid tumor)
8620,Poorly differentiated neuroendocrine carcinoma, small cell type
8621,Poorly differentiated neuroendocrine carcinoma, large cell type
8622,Combined (or composite) neuroendocrine carcinoma
8623,Mucosal melanoma
8624,Carcinoma, type cannot be determined
8625,Other histologic type not listed
8626,Combined (or composite) neuroendocrine carcinoma (specify types):
8627,Other histologic type not listed (specify):
8628,Histologic Grade *
8629,G1: Well differentiated
8630,G2: Moderately differentiated
8631,G3: Poorly differentiated
8632,Other
8633,GX: Cannot be assessed
8634,Other (specify):
Not set,Tumor Extension
8635,Specify:
8636,Specimen Margins (select all that apply)
8637,Cannot be assessed
8638,Uninvolved by invasive tumor
8639,Involved by invasive tumor
8640,Uninvolved by high-grade dysplasia/in situ disease *
8641,Involved by high-grade dysplasia/in situ disease *
8642,Distance from closest margin (millimeters):
8643,Specify location of closest margin, per orientation, if possible:
8644,Location and distance of other close margins:
8645,Specify margin(s), per orientation, if possible:
8646,Distance from closest margin (millimeters):
8647,Specify location of closest margin, per orientation, if possible:
8648,Specify margin(s), per orientation, if possible:
8649,Tumor Bed (Separately Submitted) Margin Orientation *
8650,Oriented to true margin surface
8651,Unoriented to true margin surface
8652,Tumor Bed (Separately Submitted) Margins (select all that apply) *
8653,Uninvolved by invasive tumor
8654,Involved by invasive tumor
8655,Uninvolved by high-grade dysplasia/in situ disease *
8656,Involved by high-grade dysplasia/in situ disease *
8657,Specify distance to true margin surface (millimeters):
8658,Specify margin(s), per part labeling, if possible:
8659,Specify distance to true margin surface (millimeters):
8660,Specify margin(s), per orientation, if possible:
8661,Lymphovascular Invasion
8662,Not identified
8663,Present
8664,Cannot be determined
8665,Perineural Invasion
8666,Not identified
8667,Present
8668,Cannot be determined
8669,Extent of perineural invasion (specify):
8670,Worst Pattern of Invasion (WPOI)
8671,WPOI 5
8672,WPOI 1-4
8673,Regional Lymph Nodes
8674,Lymph nodes submitted or found
8675,Number of Lymph Nodes Involved:
8676,Number cannot be determined (explain):
8677,Number of Lymph Nodes Examined:
8678,Number cannot be determined (explain):
8679,Laterality of Lymph Nodes Involved
8680,Ipsilateral (including midline)
8681,Contralateral
8682,Bilateral
8683,Cannot be determined
8684,Size of Largest Metastatic Deposit (centimeters):
8685,Extranodal Extension (ENE)
8686,Not identified
8687,Present
8688,Cannot be determined
8689,Distance from lymph node capsule (millimeters):
8690,ENEma (>2 mm)
8691,ENEmi (≤2 mm)
Not set,Pathologic Stage Classification (pTNM, AJCC 8th Edition)
8692,TNM Descriptors (select all that apply) *
8693,m (multiple primary tumors)
8694,r (recurrent)
8695,y (posttreatment)
Not set,For All Carcinomas
8696,Primary Tumor (pT)
8697,pTX: Primary tumor cannot be assessed
8698,pTis: Carcinoma in situ
8699,pT1: Tumor ≤2 cm with depth of invasion (DOI) ≤5 mm
8700,pT2: Tumor ≤2 cm with DOI >5 mm or tumor >2 cm and ≤4 cm with DOI ≤10 mm
8701,pT3: Tumor >2 cm and ≤4 cm with DOI >10 mm or tumor >4 cm with DOI ≤10 mm
8702,pT4: Moderately advanced or very advanced local disease
8703,pT4a: Moderately advanced local disease. Tumor >4 cm with DOI >10 mm or tumor invades adjacent structures only (eg, through cortical bone of the mandible or maxilla or involves the maxillary sinus or skin of the face)
8704,pT4b: Very advanced local disease. Tumor invades masticator space, pterygoid plates, or skull base, and/or encases the internal carotid artery
8705,Regional Lymph Nodes (pN) *
8706,pNX: Regional lymph nodes cannot be assessed
8707,pN0: No regional lymph node metastasis
8708,pN1: pN1: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(−)
8709,pN2: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(+); or larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−); or metastases in multiple ipsilateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−); or in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
8710,pN2a: Metastasis in single ipsilateral node 3 cm or smaller in greatest dimension and ENE(+); or a single ipsilateral node larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−)
8711,pN2b: Metastases in multiple ipsilateral nodes, none larger than 6 cm in greatest dimension and ENE(−)
8712,pN2c: Metastases in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
8713,pN3: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−); or metastasis in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral or bilateral nodes any with ENE(+); or a single contralateral node of any size and ENE(+)
8714,pN3a: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−)
8715,pN3b: Metastasis in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral or bilateral nodes any with ENE(+); or a single contralateral node of any size and ENE(+)
8716,Distant Metastasis (pM) *
8717,pM1: Distant metastasis
8718,Specify site(s), if known:
Not set,For Mucosal Melanoma
8719,Primary Tumor (pT)
8720,pT3: Tumors limited to the mucosa and immediately underlying soft tissue, regardless of thickness or greatest dimension; for example, polypoid nasal disease, pigmented or nonpigmented lesions of the oral cavity, pharynx, or larynx
8721,pT4: Moderately advanced or very advanced disease
8722,pT4a: Moderately advanced disease. Tumor involving deep soft tissue, cartilage, bone, or overlying skin
8723,pT4b: Very advanced disease. Tumor involving brain, dura, skull base, lower cranial nerves (IX, X, XI, XII), masticator space, carotid artery, prevertebral space, or mediastinal structures
8724,Regional Lymph Nodes (pN)
8725,pNX: Regional lymph nodes cannot be assessed
8726,pN0: No regional lymph node metastases
8727,pN1: Regional lymph node metastases present
8728,Distant Metastasis (pM) *
8729,pM1: Distant metastasis present
8730,Specify site(s), if known:
8731,Additional Pathologic Findings (select all that apply)
8732,None identified
8733,Keratinizing dysplasia, mild
8734,Keratinizing dysplasia, moderate
8735,Keratinizing dysplasia, severe (carcinoma in situ)
8736,Nonkeratinizing dysplasia, mild
8737,Nonkeratinizing dysplasia, moderate
8738,Nonkeratinizing dysplasia, severe (carcinoma in situ)
8739,Inflammation
8740,Epithelial hyperplasia
8741,Colonization, fungal
8742,Colonization, bacterial
8743,Other
8744,Inflammation (specify type):
8745,Other (specify):
Not set,COMMENT(S)
8746,COMMENT(S)
9356,Patient Info
9357,Page 1
Not set,Basic information
9358,Patient name:
9359,Patient family:
9360,Gender
9361,Male
9362,Female
9363,Other
9364,Unknown
9365,Birth date:
9366,Activity:
9367,Active
9368,Inactive
9369,Multiple birth:
9370,True
9371,False
9476,System
9477,Phone
9478,Fax
9479,Email
9480,Pager
9481,Url
9482,Sms
9483,Other
9484,Phone use
9485,Home
9486,Work
9487,Temp
9488,Old
9489,Mobile
9490,Phone
9491,Fax use
9492,Home
9493,Work
9494,Temp
9495,Old
9496,Mobile
9497,Fax
9498,Email use
9499,Home
9500,Work
9501,Temp
9502,Old
9503,Mobile
9504,Email
9505,Pager use
9506,Home
9507,Work
9508,Temp
9509,Old
9510,Mobile
9511,Pager
9512,Url use
9513,Home
9514,Work
9515,Temp
9516,Old
9517,Mobile
9518,Url
9519,Sms use
9520,Home
9521,Work
9522,Temp
9523,Old
9524,Mobile
9525,Sms
9526,Other use
9527,Home
9528,Work
9529,Temp
9530,Old
9531,Mobile
9532,Other
9372,Language:
9373,Serbian
9374,English
9375,Spanish
Not set,Identifiers
9376,Identifier name:
9377,UniqueMasterCitizenNumber
9378,DriverLicence
9379,SocialNumber
9380,Value:
9381,Value:
9382,Value:
Not set,Address information
9383,City:
9384,State:
9385,Postal Code:
9386,Country:
Not set,Contact person information
9387,Name:
9533,System
9534,Phone
9535,Fax
9536,Email
9537,Pager
9538,Url
9539,Sms
9540,Other
9541,Phone use
9542,Home
9543,Work
9544,Temp
9545,Old
9546,Mobile
9547,Phone
9548,Fax use
9549,Home
9550,Work
9551,Temp
9552,Old
9553,Mobile
9554,Fax
9555,Email use
9556,Home
9557,Work
9558,Temp
9559,Old
9560,Mobile
9561,Email
9562,Pager use
9563,Home
9564,Work
9565,Temp
9566,Old
9567,Mobile
9568,Pager
9569,Url use
9570,Home
9571,Work
9572,Temp
9573,Old
9574,Mobile
9575,Url
9576,Sms use
9577,Home
9578,Work
9579,Temp
9580,Old
9581,Mobile
9582,Sms
9583,Other use
9584,Home
9585,Work
9586,Temp
9587,Old
9588,Mobile
9589,Other
9389,City:
9390,State:
9391,Postal Code:
9392,Country:
9393,Gender
9394,Male
9395,Female
9396,Other
9397,Unknown
9398,Relationship:
8750,Protocol for the Examination of Specimens From Patients With Carcinomas of the Major Salivary Glands
8751,MAJOR SALIVARY GLANDS:
8752,Page 1
Not set,Select a single response unless otherwise indicated.
8753,Procedure (select all that apply)
8754,Excision
8755,Parotidectomy, superficial
8756,Parotidectomy, deep
8757,Parotidectomy, total
8758,Parotidectomy, not specified
8759,Resection, submandibular gland
8760,Resection, sublingual gland
8761,Neck (lymph node) dissection
8762,Other
8763,Not specified
8764,Neck (lymph node) dissection (specify):
8765,Other (specify):
8766,Tumor Site
8767,Parotid gland
8768,Submandibular gland
8769,Sublingual gland
8770,Other
8771,Not specified
8772,Parotid gland
8773,Superficial lobe
8774,Deep lobe
8775,Entire parotid gland
8776,Other (specify):
8777,Tumor Laterality
8778,Right
8779,Left
8780,Bilateral
8781,Not specified
8782,Tumor Focality
8783,Unifocal
8784,Multifocal
8785,Cannot be determined
Not set,Tumor Size
8786,Greatest dimension (centimeters):
8787,Additional dimensions (centimeters):
8789,Cannot be determined (explain):
8790,Histologic Type
8791,Mucoepidermoid carcinoma, low grade
8792,Mucoepidermoid carcinoma, intermediate grade
8793,Mucoepidermoid carcinoma, high grade
8794,Adenoid cystic carcinoma, tubular pattern *
8795,Adenoid cystic carcinoma, cribriform pattern *
8796,Adenoid cystic carcinoma, solid pattern *
8797,Acinic cell carcinoma
8798,Polymorphous adenocarcinoma, classic, low grade
8799,Polymorphous adenocarcinoma, classic, intermediate grade
8800,Polymorphous adenocarcinoma, classic, high grade
8801,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), low grade
8802,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), intermediate grade
8803,Polymorphous adenocarcinoma, cribriform (cribriform adenocarcinoma of salivary origin), high grade
8804,(Mammary analogue) Secretory carcinoma
8805,Salivary duct carcinoma
8806,Epithelial-myoepithelial carcinoma
8807,(Hyalinizing) clear cell carcinoma
8808,Adenocarcinoma, not otherwise specified, low grade
8809,Adenocarcinoma, not otherwise specified, intermediate grade
8810,Adenocarcinoma, not otherwise specified, high grade
8811,Basal cell adenocarcinoma
8812,Carcinosarcoma (true malignant mixed tumor)
8813,Intraductal carcinoma, low grade
8814,Intraductal carcinoma, high grade
8815,Lymphoepithelial carcinoma
8816,Myoepithelial carcinoma
8817,Oncocytic carcinoma
8818,Poorly differentiated carcinoma, small cell neuroendocrine
8819,Poorly differentiated carcinoma, large cell neuroendocrine
8820,Poorly differentiated carcinoma, undifferentiated
8821,Sebaceous adenocarcinoma
8822,Squamous cell carcinoma, primary
8823,Specify percentage of solid component:
8824,Specify percentage of solid component:
8825,Specify percentage of solid component:
8826,Preexisting pleomorphic adenoma component *
8827,Carcinoma ex pleomorphic adenoma, minimally invasive
8828,Carcinoma ex pleomorphic adenoma, invasive
8829,Carcinoma ex pleomorphic adenoma, intracapsular (noninvasive)
8830,Carcinoma, type cannot be determined
8831,Other histologic type not listed
8832,Other histologic type not listed (specify):
8833,High-Grade Transformation (if applicable)
8834,Present
8835,Not identified
Not set,Tumor Extension
8836,Macroscopic Tumor Extension (specify):
8837,Margins
8838,Cannot be assessed
8839,Uninvolved by carcinoma
8840,Involved by carcinoma
8841,Distance of tumor from closest margin (millimeters):
8842,Specify margin, if possible:
8843,Specify margin(s), if possible:
8844,Lymphovascular Invasion
8845,Not identified
8846,Present
8847,Cannot be determined
8848,Perineural Invasion
8849,Not identified
8850,Present
8851,Cannot be determined
8852,Regional Lymph Nodes
8853,Lymph nodes submitted or found
8854,Number of Lymph Nodes Involved:
8855,Number cannot be determined (explain):
8856,Number of Lymph Nodes Examined:
8857,Number cannot be determined (explain):
8858,Laterality of Lymph Nodes Involved
8859,Ipsilateral (including midline)
8860,Contralateral
8861,Bilateral
8862,Cannot be determined
8863,Size of Largest Metastatic Deposit (centimeters):
8864,Extranodal Extension (ENE)
8865,Not identified
8866,Present
8867,Cannot be determined
8868,Distance from lymph node capsule (millimeters):
8869,ENEma (>2 mm)
8870,ENEmi (≤2 mm)
Not set,Pathologic Stage Classification (pTNM, AJCC 8th Edition)
8871,TNM Descriptors (select all that apply) *
8872,m (multiple primary tumors)
8873,r (recurrent)
8874,y (posttreatment)
8875,Primary Tumor (pT)
8876,pTX: Primary tumor cannot be assessed
8877,pT0: No evidence of primary tumor
8878,pTis: Carcinoma in situ
8879,pT1: Tumor 2 cm or smaller in greatest dimension without extraparenchymal extension *
8880,pT2: Tumor larger than 2 cm but not larger than 4 cm in greatest dimension without extraparenchymal extension *
8881,pT3: Tumor larger than 4 cm and/or tumor having extraparenchymal extension *
8882,pT4: Moderately advanced or very advanced disease
8883,pT4a: Moderately advanced disease. Tumor invades skin, mandible, ear canal, and/or facial nerve.
8884,pT4b: Very advanced disease. Tumor invades skull base and/or pterygoid plates and/or encases carotid artery
8885,Regional Lymph Nodes (pN) *
8886,pNX: Regional lymph nodes cannot be assessed
8887,pN0: No regional lymph node metastasis
8888,pN1: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(-)
8889,pN2: Metastasis in a single ipsilateral lymph node, 3 cm or smaller in greatest dimension and ENE(+); or larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−); or metastases in multiple ipsilateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−); or in bilateral or contralateral lymph node(s), none larger than 6 cm in greatest dimension and ENE(−)
8890,pN2a: Metastasis in single ipsilateral node 3 cm or smaller in greatest dimension and ENE(+); or a single ipsilateral node larger than 3 cm but not larger than 6 cm in greatest dimension and ENE(−)
8891,pN2b: Metastases in multiple ipsilateral nodes, none larger than 6 cm in greatest dimension and ENE(−)
8892,pN2c: Metastases in bilateral or contralateral lymph nodes, none larger than 6 cm in greatest dimension and ENE(−)
8893,pN3: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−); or in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral, or bilateral nodes any with ENE(+); or a single contralateral node of any size and ENE(+)
8894,pN3a: Metastasis in a lymph node larger than 6 cm in greatest dimension and ENE(−)
8895,pN3b: Metastasis in a single ipsilateral node larger than 3 cm in greatest dimension and ENE(+); or multiple ipsilateral, contralateral or bilateral nodes any with ENE(+); or a single contralateral node of any size and ENE(+)
8896,Distant Metastasis (pM) *
8897,pM1: Distant metastasis
8898,Specify site(s), if known:
8899,Additional Pathologic Findings (select all that apply)
8900,Sialadenitis
8901,Tumor associated lymphoid proliferation (TALP)
8902,Other
8903,Other (specify):
8904,Comment(s)
9356,Patient Info
9357,Page 1
Not set,Basic information
9358,Patient name:
9359,Patient family:
9360,Gender
9361,Male
9362,Female
9363,Other
9364,Unknown
9365,Birth date:
9366,Activity:
9367,Active
9368,Inactive
9369,Multiple birth:
9370,True
9371,False
9476,System
9477,Phone
9478,Fax
9479,Email
9480,Pager
9481,Url
9482,Sms
9483,Other
9484,Phone use
9485,Home
9486,Work
9487,Temp
9488,Old
9489,Mobile
9490,Phone
9491,Fax use
9492,Home
9493,Work
9494,Temp
9495,Old
9496,Mobile
9497,Fax
9498,Email use
9499,Home
9500,Work
9501,Temp
9502,Old
9503,Mobile
9504,Email
9505,Pager use
9506,Home
9507,Work
9508,Temp
9509,Old
9510,Mobile
9511,Pager
9512,Url use
9513,Home
9514,Work
9515,Temp
9516,Old
9517,Mobile
9518,Url
9519,Sms use
9520,Home
9521,Work
9522,Temp
9523,Old
9524,Mobile
9525,Sms
9526,Other use
9527,Home
9528,Work
9529,Temp
9530,Old
9531,Mobile
9532,Other
9372,Language:
9373,Serbian
9374,English
9375,Spanish
Not set,Identifiers
9376,Identifier name:
9377,UniqueMasterCitizenNumber
9378,DriverLicence
9379,SocialNumber
9380,Value:
9381,Value:
9382,Value:
Not set,Address information
9383,City:
9384,State:
9385,Postal Code:
9386,Country:
Not set,Contact person information
9387,Name:
9533,System
9534,Phone
9535,Fax
9536,Email
9537,Pager
9538,Url
9539,Sms
9540,Other
9541,Phone use
9542,Home
9543,Work
9544,Temp
9545,Old
9546,Mobile
9547,Phone
9548,Fax use
9549,Home
9550,Work
9551,Temp
9552,Old
9553,Mobile
9554,Fax
9555,Email use
9556,Home
9557,Work
9558,Temp
9559,Old
9560,Mobile
9561,Email
9562,Pager use
9563,Home
9564,Work
9565,Temp
9566,Old
9567,Mobile
9568,Pager
9569,Url use
9570,Home
9571,Work
9572,Temp
9573,Old
9574,Mobile
9575,Url
9576,Sms use
9577,Home
9578,Work
9579,Temp
9580,Old
9581,Mobile
9582,Sms
9583,Other use
9584,Home
9585,Work
9586,Temp
9587,Old
9588,Mobile
9589,Other
9389,City:
9390,State:
9391,Postal Code:
9392,Country:
9393,Gender
9394,Male
9395,Female
9396,Other
9397,Unknown
9398,Relationship:
